Timestamp,Capacidad disponible,Capacidad utilizada,% Memoria utilizada
20:30:44,2569996,628144,15.56
20:30:47,2569996,628144,15.56
20:30:50,2569996,628144,15.56
20:30:53,2569996,628144,15.56
20:30:56,2569996,628144,15.56
20:30:59,2569872,628268,15.56
20:31:02,2569872,628268,15.56
20:31:05,2569872,628268,15.56
20:31:08,2569872,628268,15.56
20:31:11,2569872,628268,15.56
20:31:14,2569872,628268,15.56
20:31:17,2569872,628268,15.56
20:31:20,2569872,628268,15.56
20:31:23,2569872,628268,15.56
20:31:26,2569872,628268,15.56
20:31:29,2569872,628268,15.56
20:31:32,2569748,628388,15.57
20:31:35,2569748,628388,15.57
20:31:38,2569748,628388,15.57
20:31:42,2569748,628388,15.57
20:31:45,2569748,628380,15.57
20:31:48,2569748,628380,15.57
20:31:51,2569748,628380,15.57
20:31:54,2569624,628472,15.57
20:31:57,2569748,628340,15.57
20:32:00,2569748,628340,15.57
20:32:03,2569748,628336,15.57
20:32:06,2569748,628336,15.57
20:32:09,2569748,628332,15.57
20:32:12,2569748,628332,15.57
20:32:15,2569748,628332,15.57
20:32:18,2569748,628332,15.57
20:32:21,2569748,628332,15.57
20:32:24,2569748,628324,15.57
20:32:27,2569748,628324,15.57
20:32:30,2569748,628324,15.57
20:32:33,2569748,628324,15.57
20:32:36,2569748,628324,15.57
20:32:39,2569748,628324,15.57
20:32:42,2569748,628324,15.57
20:32:45,2569748,628324,15.57
20:32:48,2569748,628324,15.57
20:32:51,2569748,628324,15.57
20:32:54,2569748,628324,15.57
20:32:57,2569748,628324,15.57
20:33:00,2569748,628324,15.57
20:33:03,2569748,628308,15.56
20:33:06,2569748,628308,15.56
20:33:09,2569748,628308,15.56
20:33:12,2569872,628184,15.56
20:33:15,2569748,628304,15.56
20:33:18,2569748,628304,15.56
20:33:21,2569748,628304,15.56
20:33:24,2569748,628300,15.56
20:33:27,2569748,628296,15.56
20:33:30,2569748,628296,15.56
20:33:33,2569748,628296,15.56
20:33:36,2569872,628168,15.56
20:33:39,2569872,628168,15.56
20:33:42,2569872,628168,15.56
20:33:45,2569872,628168,15.56
20:33:48,2568576,629440,15.59
20:33:51,2568452,629560,15.60
20:33:54,2568452,629560,15.60
20:33:57,2568328,629672,15.60
20:34:00,2568328,629672,15.60
20:34:03,2568328,629664,15.60
20:34:06,2568328,629664,15.60
20:34:09,2567444,630524,15.62
20:34:12,2567444,630524,15.62
20:34:15,2567444,630524,15.62
20:34:18,2567444,630524,15.62
20:34:21,2567444,630516,15.62
20:34:24,2567444,630512,15.62
20:34:27,2567444,630512,15.62
20:34:30,2567444,630512,15.62
20:34:33,2567444,630512,15.62
20:34:36,2567444,630512,15.62
20:34:39,2567444,630512,15.62
20:34:42,2567444,630512,15.62
20:34:45,2567444,630512,15.62
20:34:48,2567444,630512,15.62
20:34:51,2567568,630388,15.62
20:34:54,2567568,630388,15.62
20:34:57,2567568,630388,15.62
20:35:00,2567568,630388,15.62
20:35:03,2567568,630388,15.62
20:35:06,2567568,630388,15.62
20:35:09,2567568,630388,15.62
20:35:12,2567568,630388,15.62
20:35:15,2567568,630388,15.62
20:35:18,2567568,630388,15.62
20:35:22,2567568,630388,15.62
20:35:25,2567568,630388,15.62
20:35:28,2567568,630388,15.62
20:35:31,2567444,630496,15.62
20:35:34,2567932,630008,15.61
20:35:37,2567932,630008,15.61
20:35:40,2567932,630008,15.61
20:35:43,2567932,630008,15.61
20:35:46,2567932,630008,15.61
20:35:49,2569676,628288,15.56
20:35:52,2569676,628288,15.56
20:35:55,2569988,627968,15.56
20:35:58,2569988,627968,15.56
20:36:01,2570112,627844,15.55
20:36:04,2570112,627844,15.55
20:36:07,2570112,627844,15.55
20:36:10,2570112,627844,15.55
20:36:13,2570112,627844,15.55
20:36:16,2570112,627844,15.55
20:36:19,2570112,627844,15.55
20:36:22,2570112,627844,15.55
20:36:25,2570112,627844,15.55
20:36:28,2570112,627844,15.55
20:36:31,2570112,627844,15.55
20:36:34,2570112,627844,15.55
20:36:37,2570112,627844,15.55
20:36:40,2570112,627844,15.55
20:36:43,2570112,627844,15.55
20:36:46,2570112,627844,15.55
20:36:49,2570112,627844,15.55
20:36:52,2570112,627844,15.55
20:36:55,2570112,627844,15.55
20:36:58,2570236,627720,15.55
20:37:01,2570236,627720,15.55
20:37:04,2570236,627720,15.55
20:37:07,2570236,627716,15.55
20:37:10,2570112,627836,15.55
20:37:13,2570112,627836,15.55
20:37:16,2570112,627836,15.55
20:37:19,2570112,627836,15.55
20:37:22,2570112,627836,15.55
20:37:25,2570112,627832,15.55
20:37:28,2570112,627832,15.55
20:37:31,2570112,627832,15.55
20:37:34,2570112,627832,15.55
20:37:37,2570112,627832,15.55
20:37:40,2570112,627832,15.55
20:37:43,2570112,627832,15.55
20:37:46,2570112,627832,15.55
20:37:49,2570112,627824,15.55
20:37:52,2570112,627824,15.55
20:37:55,2570112,627824,15.55
20:37:58,2570112,627824,15.55
20:38:01,2570112,627824,15.55
20:38:04,2570112,627824,15.55
20:38:08,2570112,627824,15.55
20:38:11,2570112,627824,15.55
20:38:14,2570112,627824,15.55
20:38:17,2570356,627580,15.55
20:38:20,2570356,627580,15.55
20:38:23,2570356,627580,15.55
20:38:26,2570356,627580,15.55
20:38:29,2570356,627580,15.55
20:38:32,2570236,627700,15.55
20:38:35,2570236,627700,15.55
20:38:38,2570236,627700,15.55
20:38:41,2570236,627700,15.55
20:38:44,2570236,627700,15.55
20:38:47,2570360,627576,15.55
20:38:50,2570360,627576,15.55
20:38:53,2570360,627576,15.55
20:38:56,2570236,627692,15.55
20:38:59,2570236,627692,15.55
20:39:02,2570236,627684,15.55
20:39:05,2570236,627684,15.55
20:39:08,2570236,627684,15.55
20:39:11,2570236,627684,15.55
20:39:14,2570112,627804,15.55
20:39:17,2570112,627804,15.55
20:39:20,2570112,627804,15.55
20:39:23,2570112,627804,15.55
20:39:26,2570112,627804,15.55
20:39:29,2570112,627804,15.55
20:39:32,2570112,627804,15.55
20:39:35,2570112,627804,15.55
20:39:38,2570112,627804,15.55
20:39:41,2570112,627804,15.55
20:39:44,2570112,627804,15.55
20:39:47,2570112,627792,15.55
20:39:50,2570112,627792,15.55
