Timestamp,% global CPU,Capacidad de memoria utilizada,% Memoria utilizada
15:26:49,0.1,811880,20.11
15:26:54,0.3,811724,20.11
15:26:59,0.1,811836,20.11
15:27:04,0.1,812208,20.12
15:27:10,0.1,811972,20.11
15:27:14,0.0,812096,20.12
15:27:19,0.1,812488,20.13
15:27:25,0.1,812804,20.14
15:27:29,0.1,812612,20.13
15:27:34,0.1,812508,20.13
15:27:39,0.1,812444,20.13
15:27:44,0.0,812376,20.12
15:27:49,0.1,812560,20.13
15:27:54,0.1,812428,20.13
15:27:59,0.1,812036,20.12
15:28:05,0.1,812904,20.14
15:28:09,0.1,812384,20.12
15:28:14,0.3,812632,20.13
15:28:19,0.0,812616,20.13
15:28:24,0.1,812512,20.13
15:28:29,0.0,812740,20.13
15:28:34,0.0,813096,20.14
15:28:39,0.2,812228,20.12
15:28:45,0.1,812312,20.12
15:28:49,0.1,812428,20.13
15:28:54,0.1,812032,20.12
15:28:59,0.0,811924,20.11
15:29:04,0.0,812028,20.12
15:29:09,0.1,812488,20.13
15:29:14,0.0,812456,20.13
15:29:19,0.1,812712,20.13
15:29:25,0.1,812308,20.12
15:29:29,0.1,812292,20.12
15:29:34,0.1,812900,20.14
15:29:39,0.1,812512,20.13
15:29:44,0.1,813108,20.14
15:29:49,0.1,813196,20.14
15:29:54,0.1,813356,20.15
15:29:59,0.3,812732,20.13
15:30:05,0.1,812680,20.13
15:30:09,0.1,812604,20.13
15:30:14,0.3,812656,20.13
15:30:19,0.2,812860,20.14
15:30:24,0.1,813044,20.14
15:30:29,0.1,813368,20.15
15:30:34,0.2,813584,20.15
15:30:39,0.4,812444,20.13
15:30:45,0.1,812584,20.13
15:30:49,0.0,812828,20.14
15:30:54,0.4,812568,20.13
15:30:59,0.1,812472,20.13
15:31:04,0.1,812884,20.14
15:31:09,0.1,813568,20.15
15:31:14,0.1,813336,20.15
15:31:19,0.1,812924,20.14
15:31:25,0.2,813200,20.14
15:31:29,0.1,812644,20.13
15:31:34,0.2,813068,20.14
15:31:40,0.1,812540,20.13
15:31:44,0.1,812652,20.13
15:31:49,0.1,813056,20.14
15:31:54,0.1,812416,20.13
15:31:59,0.1,812696,20.13
15:32:04,0.0,813196,20.14
15:32:09,0.0,813436,20.15
15:32:14,0.4,813544,20.15
15:32:20,0.1,813296,20.15
15:32:24,0.0,813676,20.16
15:32:29,0.1,813296,20.15
15:32:34,0.1,813300,20.15
15:32:39,0.1,812668,20.13
15:32:44,0.1,812660,20.13
15:32:49,0.1,812036,20.12
15:32:54,0.1,812816,20.14
15:33:00,0.1,812776,20.13
15:33:04,0.1,813020,20.14
15:33:09,0.2,813828,20.16
15:33:14,0.0,813592,20.15
15:33:19,0.1,813844,20.16
15:33:24,0.0,813728,20.16
15:33:29,0.1,813416,20.15
15:33:34,0.1,813356,20.15
15:33:40,0.0,813504,20.15
15:33:44,0.2,813400,20.15
15:33:49,0.1,813616,20.16
15:33:54,0.1,813620,20.16
15:33:59,0.2,813796,20.16
15:34:04,0.1,813988,20.16
15:34:09,0.1,813632,20.16
15:34:14,0.1,813472,20.15
15:34:20,0.1,813220,20.15
15:34:24,0.1,813364,20.15
15:34:29,0.2,813616,20.16
15:34:35,0.1,813612,20.16
15:34:40,0.1,813900,20.16
15:34:45,0.1,813584,20.15
15:34:50,0.0,813716,20.16
15:34:55,0.1,813576,20.15
15:35:01,0.1,813704,20.16
15:35:05,0.1,814196,20.17
15:35:10,0.4,813540,20.15
15:35:15,0.1,813560,20.15
15:35:20,0.2,813868,20.16
15:35:26,0.4,813168,20.14
15:35:30,0.0,813228,20.15
15:35:35,0.1,813300,20.15
15:35:41,0.2,814036,20.17
15:35:45,0.1,813600,20.15
15:35:50,0.1,813628,20.16
15:35:55,0.1,814148,20.17
15:36:00,0.1,814592,20.18
15:36:06,0.1,814940,20.19
15:36:10,0.1,814228,20.17
15:36:15,0.2,814688,20.18
15:36:21,0.0,814368,20.17
15:36:26,0.1,814308,20.17
15:36:31,0.2,814416,20.18
15:36:36,0.0,815384,20.20
15:36:41,0.1,814280,20.17
15:36:47,0.1,814640,20.18
15:36:51,0.0,814680,20.18
15:36:56,0.4,814088,20.17
15:37:02,0.1,815304,20.20
15:37:07,0.1,814728,20.18
15:37:12,0.3,814664,20.18
15:37:17,0.1,814700,20.18
15:37:22,0.1,814604,20.18
15:37:28,0.1,813968,20.16
15:37:32,0.0,813380,20.15
15:37:37,0.1,814300,20.17
15:37:43,0.0,814788,20.18
15:37:47,0.1,814916,20.19
15:37:52,0.1,815416,20.20
15:37:57,0.0,814812,20.18
15:38:02,0.1,814728,20.18
15:38:08,0.0,815140,20.19
15:38:12,0.1,814408,20.17
15:38:17,0.1,814548,20.18
15:38:23,0.1,814360,20.17
15:38:27,0.1,814504,20.18
15:38:32,0.1,814268,20.17
15:38:37,0.0,814628,20.18
15:38:42,0.1,814760,20.18
15:38:48,0.1,814364,20.17
15:38:52,0.0,814812,20.18
15:38:57,0.1,814588,20.18
15:39:03,0.1,814548,20.18
15:39:07,0.1,814644,20.18
15:39:12,0.1,814508,20.18
15:39:17,0.1,815256,20.20
15:39:22,0.0,815348,20.20
15:39:28,0.1,815044,20.19
15:39:32,0.1,815496,20.20
15:39:37,0.1,814948,20.19
15:39:42,0.1,815056,20.19
15:39:47,0.1,815072,20.19
15:39:52,0.1,814924,20.19
15:39:57,0.1,815016,20.19
15:40:02,0.2,815516,20.20
15:40:08,0.1,814772,20.18
15:40:12,0.0,814876,20.19
15:40:17,0.1,815120,20.19
15:40:23,0.1,814988,20.19
15:40:27,0.1,814996,20.19
15:40:32,0.1,815008,20.19
15:40:37,0.0,814864,20.19
15:40:42,0.1,815312,20.20
15:40:47,0.1,815108,20.19
15:40:52,0.1,814680,20.18
15:40:57,0.1,814992,20.19
15:41:03,0.1,815508,20.20
15:41:07,0.0,815280,20.20
15:41:12,0.1,815492,20.20
15:41:17,0.1,815492,20.20
15:41:22,0.2,815496,20.20
15:41:27,0.1,815368,20.20
15:41:32,0.1,815612,20.20
15:41:37,0.1,815340,20.20
15:41:43,0.1,815464,20.20
15:41:47,0.1,814956,20.19
15:41:52,0.1,815540,20.20
15:41:58,0.1,815504,20.20
15:42:02,0.0,815360,20.20
15:42:07,0.3,815516,20.20
15:42:12,0.0,815460,20.20
15:42:17,0.1,815944,20.21
15:42:22,0.1,815244,20.20
15:42:27,0.1,815236,20.20
15:42:32,0.1,815868,20.21
15:42:38,0.1,816292,20.22
15:42:42,0.1,815200,20.19
15:42:47,0.1,815316,20.20
15:42:52,0.1,815856,20.21
15:42:57,0.1,815784,20.21
15:43:02,0.1,816248,20.22
15:43:07,0.0,815736,20.21
15:43:12,0.1,815968,20.21
15:43:18,0.1,815792,20.21
15:43:22,0.1,815284,20.20
