Timestamp,CPU Idle (%),CPU User (%),CPU System (%)
12:07:22,0.1,0.0,0.0
12:07:27,0.0,0.0,0.0
12:07:32,0.1,0.0,0.1
12:07:37,0.1,0.0,0.0
12:07:42,0.8,0.2,0.6
12:07:47,1.6,0.5,1.0
12:07:52,1.2,0.3,0.8
12:07:57,0.0,0.0,0.0
12:08:02,0.1,0.0,0.0
12:08:07,0.1,0.0,0.0
12:08:12,0.1,0.0,0.1
12:08:17,0.1,0.1,0.0
12:08:22,0.1,0.0,0.1
12:08:27,0.1,0.0,0.0
12:08:32,0.0,0.0,0.0
12:08:37,0.0,0.0,0.0
12:08:42,0.1,0.0,0.0
12:08:47,0.1,0.0,0.0
12:08:52,0.0,0.0,0.0
12:08:57,0.1,0.0,0.0
12:09:02,0.1,0.0,0.1
12:09:07,0.1,0.0,0.0
12:09:12,0.0,0.0,0.0
12:09:17,0.1,0.0,0.0
12:09:22,0.0,0.0,0.0
12:09:27,0.2,0.1,0.1
12:09:32,0.1,0.0,0.1
12:09:37,0.1,0.0,0.1
12:09:42,0.0,0.0,0.0
12:09:47,0.1,0.0,0.0
12:09:52,0.1,0.0,0.0
12:09:57,0.1,0.0,0.0
12:10:02,0.1,0.0,0.0
12:10:07,0.0,0.0,0.0
12:10:13,0.1,0.0,0.0
12:10:18,0.1,0.0,0.0
12:10:23,0.1,0.0,0.1
12:10:28,0.0,0.0,0.0
12:10:33,0.1,0.0,0.1
12:10:38,0.1,0.0,0.1
12:10:43,0.1,0.0,0.0
12:10:48,0.0,0.0,0.0
12:10:53,0.1,0.0,0.1
12:10:58,0.1,0.0,0.0
12:11:03,0.1,0.0,0.1
12:11:08,0.0,0.0,0.0
12:11:13,0.0,0.0,0.0
12:11:18,0.0,0.0,0.0
12:11:23,0.1,0.0,0.0
12:11:28,0.0,0.0,0.0
12:11:33,0.0,0.0,0.0
12:11:38,0.0,0.0,0.1
12:11:43,0.1,0.0,0.0
12:11:48,0.1,0.0,0.0
12:11:53,0.0,0.0,0.0
12:11:58,0.1,0.0,0.0
12:12:03,0.0,0.0,0.0
12:12:08,0.0,0.0,0.0
12:12:13,0.1,0.0,0.0
12:12:18,0.0,0.0,0.0
12:12:23,0.1,0.0,0.0
12:12:28,0.1,0.0,0.1
12:12:33,0.1,0.0,0.0
12:12:38,0.1,0.0,0.1
12:12:43,0.1,0.0,0.1
12:12:48,0.0,0.0,0.0
12:12:53,0.1,0.0,0.0
12:12:58,0.1,0.0,0.1
12:13:03,0.1,0.0,0.0
12:13:08,0.1,0.0,0.1
12:13:13,0.1,0.0,0.1
12:13:18,0.1,0.0,0.0
12:13:23,0.1,0.0,0.0
12:13:28,0.1,0.0,0.1
12:13:33,0.1,0.0,0.0
12:13:38,0.1,0.0,0.1
12:13:43,0.0,0.0,0.0
12:13:48,0.1,0.0,0.0
12:13:53,0.1,0.0,0.0
12:13:58,0.1,0.0,0.0
12:14:03,0.1,0.0,0.1
12:14:08,0.2,0.0,0.1
12:14:13,0.1,0.0,0.0
12:14:18,0.1,0.0,0.0
12:14:23,0.1,0.0,0.0
12:14:28,0.1,0.0,0.1
12:14:33,0.0,0.0,0.0
12:14:38,0.1,0.0,0.0
12:14:43,0.0,0.0,0.0
12:14:49,0.1,0.0,0.0
12:14:54,0.1,0.0,0.1
12:14:59,0.1,0.0,0.0
12:15:04,0.1,0.0,0.0
12:15:09,0.1,0.0,0.0
12:15:14,0.0,0.0,0.0
12:15:19,0.1,0.0,0.0
12:15:24,0.1,0.0,0.1
12:15:29,0.0,0.0,0.0
12:15:34,0.1,0.0,0.0
12:15:39,0.0,0.0,0.0
12:15:44,0.1,0.0,0.0
12:15:49,0.1,0.0,0.1
12:15:54,0.0,0.0,0.0
12:15:59,0.1,0.0,0.0
12:16:04,0.1,0.0,0.0
12:16:09,0.1,0.0,0.1
12:16:14,0.1,0.0,0.1
12:16:19,0.1,0.0,0.0
12:16:24,0.0,0.0,0.0
12:16:29,0.1,0.0,0.0
12:16:34,0.1,0.0,0.1
12:16:39,0.0,0.0,0.0
12:16:44,0.1,0.0,0.0
12:16:49,0.1,0.0,0.0
12:16:54,0.1,0.0,0.1
12:16:59,0.1,0.0,0.1
12:17:04,0.4,0.0,0.2
12:17:09,0.1,0.0,0.1
12:17:14,0.0,0.0,0.0
12:17:19,0.1,0.0,0.0
12:17:24,0.0,0.0,0.0
12:17:29,0.0,0.0,0.0
12:17:34,0.0,0.0,0.0
12:17:39,0.1,0.0,0.0
12:17:44,0.1,0.0,0.0
12:17:49,0.0,0.0,0.0
12:17:54,0.1,0.0,0.0
12:17:59,0.1,0.0,0.0
12:18:04,0.1,0.0,0.1
12:18:09,0.1,0.0,0.0
12:18:14,0.1,0.0,0.1
12:18:19,0.1,0.0,0.0
12:18:24,0.1,0.0,0.0
12:18:29,0.0,0.0,0.0
12:18:34,0.0,0.0,0.0
12:18:39,0.1,0.0,0.0
12:18:44,0.2,0.0,0.2
12:18:49,0.1,0.0,0.0
12:18:54,0.0,0.0,0.0
12:18:59,0.0,0.0,0.0
12:19:05,0.1,0.0,0.1
12:19:10,0.1,0.0,0.0
12:19:15,0.4,0.1,0.2
12:19:20,2.5,0.7,1.2
12:19:25,5.3,1.6,3.0
12:19:30,5.9,0.8,3.7
12:19:35,7.9,1.4,2.9
12:19:40,2.7,0.4,1.7
12:19:45,4.0,1.0,2.1
12:19:50,0.5,0.2,0.2
12:19:55,1.5,0.3,0.9
12:20:00,1.5,0.4,0.9
12:20:05,0.9,0.2,0.5
12:20:10,0.2,0.1,0.1
12:20:15,3.5,0.3,2.1
12:20:20,1.0,0.3,0.5
12:20:25,3.6,0.4,2.3
12:20:30,0.2,0.1,0.1
12:20:35,0.1,0.0,0.0
12:20:40,0.1,0.0,0.0
12:20:45,0.0,0.0,0.0
12:20:50,0.1,0.0,0.1
12:20:55,0.1,0.0,0.0
12:21:00,0.1,0.0,0.1
12:21:05,0.0,0.0,0.0
12:21:10,0.1,0.0,0.0
12:21:15,0.0,0.0,0.0
12:21:20,0.0,0.0,0.0
12:21:25,0.1,0.0,0.1
12:21:30,0.1,0.0,0.0
12:21:35,0.1,0.0,0.1
12:21:40,0.1,0.0,0.1
12:21:45,0.0,0.0,0.0
12:21:50,0.1,0.0,0.1
12:21:55,0.0,0.0,0.0
12:22:00,0.1,0.0,0.1
12:22:05,0.1,0.0,0.1
12:22:10,0.1,0.0,0.0
12:22:15,0.1,0.0,0.0
12:22:20,0.1,0.0,0.0
12:22:25,0.1,0.0,0.1
12:22:30,0.1,0.0,0.1
12:22:35,0.1,0.0,0.0
12:22:40,0.1,0.0,0.0
12:22:45,0.1,0.0,0.1
12:22:50,0.1,0.0,0.0
12:22:55,0.0,0.0,0.0
12:23:00,0.1,0.0,0.0
12:23:05,0.1,0.0,0.0
12:23:10,0.1,0.0,0.1
12:23:16,0.1,0.0,0.1
12:23:21,0.1,0.0,0.0
12:23:26,0.1,0.0,0.1
12:23:31,0.0,0.0,0.0
12:23:36,0.1,0.0,0.0
12:23:41,0.1,0.0,0.0
12:23:46,0.0,0.0,0.0
12:23:51,0.0,0.0,0.0
12:23:56,0.1,0.0,0.1
12:24:01,0.0,0.0,0.0
12:24:06,0.1,0.0,0.0
12:24:11,0.1,0.0,0.1
12:24:16,0.1,0.0,0.0
12:24:21,0.2,0.0,0.1
12:24:26,0.0,0.0,0.0
12:24:31,0.1,0.0,0.1
12:24:36,0.3,0.1,0.1
12:24:41,0.3,0.0,0.2
12:24:46,0.1,0.0,0.0
12:24:51,0.1,0.0,0.1
12:24:56,0.1,0.0,0.1
12:25:01,0.2,0.1,0.1
12:25:06,0.1,0.0,0.1
12:25:11,0.1,0.0,0.0
12:25:16,0.1,0.0,0.0
12:25:21,0.1,0.0,0.1
12:25:26,0.1,0.0,0.0
12:25:31,0.1,0.0,0.0
12:25:36,0.1,0.0,0.0
12:25:41,0.1,0.0,0.1
12:25:46,0.1,0.0,0.1
12:25:51,0.1,0.0,0.0
12:25:56,0.0,0.0,0.0
12:26:01,0.1,0.0,0.1
12:26:06,0.1,0.0,0.0
12:26:11,0.2,0.1,0.1
12:26:16,0.1,0.1,0.0
12:26:21,0.1,0.0,0.0
12:26:26,0.1,0.0,0.0
12:26:31,0.1,0.0,0.0
12:26:36,0.1,0.0,0.0
12:26:41,0.0,0.0,0.0
12:26:47,0.0,0.0,0.0
12:26:52,0.1,0.0,0.0
12:26:57,0.1,0.0,0.0
12:27:02,0.1,0.0,0.1
12:27:07,0.0,0.0,0.0
12:27:12,0.1,0.0,0.1
12:27:17,0.0,0.0,0.0
12:27:22,0.1,0.0,0.0
12:27:27,0.1,0.0,0.1
12:27:32,0.1,0.0,0.1
12:27:37,0.0,0.0,0.0
12:27:42,0.1,0.0,0.0
12:27:47,0.0,0.0,0.0
12:27:52,0.1,0.0,0.1
12:27:57,0.0,0.0,0.0
12:28:02,0.1,0.0,0.1
12:28:07,0.2,0.1,0.1
12:28:12,0.1,0.0,0.0
12:28:17,0.1,0.0,0.1
12:28:22,0.0,0.0,0.0
12:28:27,0.1,0.0,0.1
12:28:32,0.1,0.0,0.0
12:28:37,0.1,0.0,0.0
12:28:42,0.1,0.0,0.0
12:28:47,0.1,0.0,0.1
12:28:52,0.0,0.0,0.0
12:28:57,0.0,0.0,0.0
12:29:02,0.1,0.0,0.1
12:29:07,0.1,0.0,0.0
12:29:12,0.1,0.0,0.1
12:29:17,0.1,0.0,0.0
12:29:22,0.1,0.0,0.1
12:29:27,0.1,0.0,0.1
12:29:32,0.1,0.0,0.0
12:29:37,0.1,0.0,0.1
12:29:42,0.1,0.0,0.0
12:29:47,0.1,0.0,0.0
12:29:52,0.1,0.0,0.1
12:29:57,0.1,0.0,0.1
12:30:02,0.1,0.0,0.1
12:30:07,0.1,0.0,0.0
12:30:12,0.1,0.0,0.1
12:30:17,0.1,0.0,0.0
12:30:22,0.1,0.0,0.0
12:30:27,0.2,0.1,0.1
12:30:32,0.3,0.1,0.1
12:30:37,0.1,0.0,0.0
12:30:42,0.1,0.0,0.1
12:30:47,0.1,0.0,0.0
12:30:53,0.1,0.0,0.1
12:30:58,0.0,0.0,0.0
12:31:03,0.1,0.0,0.0
12:31:08,0.1,0.0,0.0
12:31:13,0.1,0.0,0.1
12:31:18,0.1,0.0,0.1
12:31:23,0.0,0.0,0.0
12:31:28,0.1,0.0,0.1
12:31:33,0.1,0.0,0.0
12:31:38,0.0,0.0,0.0
12:31:43,0.1,0.0,0.0
12:31:48,0.0,0.0,0.0
12:31:53,0.0,0.0,0.0
12:31:58,0.0,0.0,0.0
12:32:03,0.1,0.0,0.0
12:32:08,0.1,0.0,0.0
12:32:13,0.0,0.0,0.0
12:32:18,0.1,0.0,0.0
12:32:23,0.1,0.0,0.1
12:32:28,0.0,0.0,0.0
12:32:33,0.1,0.0,0.1
12:32:38,0.1,0.0,0.0
12:32:43,0.1,0.0,0.0
12:32:48,0.1,0.0,0.1
12:32:53,0.1,0.0,0.1
12:32:58,0.1,0.0,0.0
12:33:03,0.1,0.0,0.1
12:33:08,0.1,0.0,0.1
12:33:13,0.1,0.0,0.0
12:33:18,0.0,0.0,0.0
12:33:23,0.1,0.0,0.1
12:33:28,0.1,0.0,0.1
12:33:33,0.0,0.0,0.0
12:33:38,0.1,0.0,0.0
12:33:43,0.1,0.0,0.1
12:33:48,0.1,0.0,0.0
12:33:53,0.1,0.0,0.1
12:33:58,0.1,0.0,0.0
12:34:03,0.1,0.0,0.0
12:34:08,0.1,0.0,0.1
12:34:13,0.1,0.0,0.1
12:34:18,0.1,0.0,0.1
12:34:23,0.1,0.0,0.1
12:34:28,0.1,0.0,0.0
12:34:33,0.1,0.0,0.0
12:34:38,0.1,0.0,0.1
12:34:43,0.1,0.0,0.1
12:34:49,0.1,0.0,0.1
12:34:54,0.1,0.0,0.0
12:34:59,0.1,0.0,0.1
12:35:04,0.2,0.0,0.1
12:35:09,0.2,0.1,0.2
12:35:14,0.1,0.0,0.0
12:35:19,0.1,0.0,0.0
12:35:24,0.1,0.0,0.1
12:35:29,0.1,0.0,0.1
12:35:34,0.1,0.0,0.1
12:35:39,0.1,0.0,0.1
12:35:44,0.1,0.0,0.1
12:35:49,0.1,0.0,0.1
12:35:54,0.1,0.0,0.0
12:35:59,0.1,0.0,0.1
12:36:04,0.1,0.0,0.1
12:36:09,0.1,0.0,0.1
12:36:14,0.1,0.0,0.1
12:36:19,0.2,0.0,0.1
12:36:24,0.1,0.0,0.0
12:36:29,0.1,0.0,0.1
12:36:34,0.1,0.0,0.1
12:36:39,0.4,0.1,0.3
12:36:44,0.2,0.0,0.1
12:36:49,0.1,0.0,0.1
12:36:54,0.1,0.0,0.1
12:36:59,0.1,0.0,0.1
12:37:04,0.1,0.0,0.1
12:37:09,0.1,0.0,0.0
12:37:14,0.0,0.0,0.0
12:37:19,0.1,0.0,0.0
12:37:24,0.1,0.0,0.0
12:37:29,0.1,0.0,0.0
12:37:34,0.1,0.0,0.1
12:37:39,0.1,0.0,0.1
12:37:44,0.1,0.0,0.1
12:37:49,0.1,0.0,0.1
12:37:55,0.1,0.0,0.0
12:38:00,0.0,0.0,0.0
12:38:05,0.1,0.0,0.0
12:38:10,0.1,0.0,0.1
12:38:15,0.1,0.0,0.1
12:38:20,0.1,0.0,0.1
12:38:25,0.1,0.0,0.0
12:38:30,0.1,0.0,0.0
12:38:35,0.1,0.0,0.1
12:38:40,0.1,0.0,0.1
12:38:45,0.1,0.0,0.0
12:38:50,0.1,0.0,0.0
12:38:55,0.0,0.0,0.0
12:39:00,0.1,0.0,0.1
12:39:05,0.1,0.0,0.1
12:39:10,0.1,0.0,0.1
12:39:15,0.1,0.0,0.0
12:39:20,0.1,0.0,0.1
12:39:25,0.1,0.0,0.1
12:39:30,0.1,0.0,0.1
12:39:35,0.1,0.0,0.1
12:39:40,0.1,0.0,0.0
12:39:45,0.1,0.0,0.0
12:39:50,0.2,0.1,0.1
12:39:55,0.2,0.0,0.1
12:40:00,0.1,0.0,0.0
12:40:05,0.1,0.0,0.1
12:40:10,0.1,0.0,0.1
12:40:15,0.2,0.0,0.1
12:40:20,0.1,0.0,0.0
12:40:25,0.1,0.0,0.1
12:40:30,0.1,0.0,0.0
12:40:35,0.1,0.0,0.0
12:40:40,0.0,0.0,0.0
12:40:45,0.1,0.0,0.0
12:40:50,0.1,0.0,0.0
12:40:55,0.0,0.0,0.0
12:41:00,0.1,0.0,0.1
12:41:05,0.1,0.0,0.0
12:41:10,0.1,0.0,0.0
12:41:16,0.1,0.0,0.0
12:41:21,0.1,0.0,0.0
12:41:26,0.1,0.0,0.1
12:41:31,0.1,0.0,0.1
12:41:36,0.1,0.0,0.1
12:41:41,0.1,0.0,0.0
12:41:46,0.1,0.0,0.1
12:41:51,0.0,0.0,0.0
12:41:56,0.1,0.0,0.1
12:42:01,0.1,0.0,0.1
12:42:06,0.3,0.1,0.2
12:42:11,0.0,0.0,0.0
12:42:16,0.1,0.0,0.0
12:42:21,0.1,0.0,0.0
12:42:26,0.1,0.1,0.1
12:42:31,0.1,0.0,0.1
12:42:36,0.1,0.0,0.1
12:42:41,0.1,0.0,0.1
12:42:46,0.1,0.0,0.0
12:42:51,0.1,0.0,0.0
12:42:56,0.1,0.0,0.1
12:43:01,0.1,0.0,0.1
12:43:06,0.1,0.0,0.1
12:43:11,0.1,0.0,0.0
12:43:16,0.1,0.0,0.0
12:43:21,0.0,0.0,0.0
12:43:26,0.1,0.0,0.1
12:43:31,0.1,0.0,0.0
12:43:36,0.1,0.0,0.0
12:43:41,0.0,0.0,0.1
12:43:46,0.1,0.0,0.1
12:43:51,0.1,0.0,0.0
12:43:56,0.1,0.0,0.1
12:44:01,0.1,0.0,0.1
12:44:06,0.1,0.0,0.1
12:44:11,0.1,0.0,0.0
12:44:16,0.2,0.1,0.1
12:44:21,0.1,0.0,0.0
12:44:28,0.7,0.0,0.3
12:44:33,0.3,0.1,0.3
12:44:38,0.1,0.0,0.1
12:44:43,0.1,0.0,0.1
12:44:48,0.1,0.0,0.1
12:44:53,0.1,0.0,0.1
12:44:58,0.1,0.0,0.0
12:45:03,0.2,0.1,0.1
12:45:08,0.1,0.0,0.1
12:45:13,0.1,0.0,0.1
12:45:18,0.1,0.0,0.1
12:45:23,0.1,0.0,0.1
12:45:28,0.1,0.0,0.1
12:45:34,0.7,0.0,0.2
12:45:39,0.1,0.0,0.0
12:45:44,0.1,0.0,0.1
12:45:49,0.1,0.0,0.1
12:45:54,0.1,0.0,0.1
12:45:59,0.1,0.0,0.1
12:46:05,1.6,0.1,0.3
12:46:10,0.6,0.0,0.1
12:46:15,0.1,0.1,0.1
12:46:20,0.1,0.0,0.1
12:46:25,0.1,0.0,0.1
12:46:30,0.1,0.0,0.1
12:46:35,0.1,0.0,0.1
12:46:40,0.1,0.0,0.1
12:46:45,0.1,0.0,0.1
12:46:50,0.2,0.0,0.1
12:46:55,0.2,0.0,0.1
12:47:00,0.3,0.0,0.1
12:47:06,0.1,0.0,0.1
12:47:11,0.1,0.0,0.0
12:47:16,0.1,0.0,0.1
12:47:21,0.1,0.0,0.1
12:47:26,0.1,0.0,0.0
12:47:31,0.1,0.0,0.1
12:47:36,0.1,0.0,0.1
12:47:41,0.1,0.0,0.0
12:47:46,0.1,0.0,0.1
12:47:51,0.1,0.0,0.1
12:47:56,0.1,0.0,0.1
12:48:01,0.1,0.0,0.1
12:48:06,0.1,0.0,0.0
12:48:11,0.1,0.0,0.0
12:48:16,0.2,0.1,0.1
12:48:21,0.1,0.0,0.1
12:48:26,0.1,0.0,0.1
12:48:31,0.1,0.0,0.0
12:48:36,0.1,0.0,0.0
12:48:41,0.1,0.0,0.1
12:48:46,0.1,0.0,0.0
12:48:51,0.1,0.0,0.0
12:48:56,0.0,0.0,0.0
12:49:01,0.1,0.0,0.0
12:49:06,0.1,0.0,0.0
12:49:11,0.1,0.0,0.0
12:49:16,0.3,0.1,0.1
12:49:21,0.1,0.0,0.0
12:49:26,0.1,0.0,0.1
12:49:31,0.1,0.0,0.0
12:49:36,0.1,0.0,0.1
12:49:41,0.1,0.0,0.0
12:49:46,0.1,0.0,0.0
12:49:51,0.1,0.0,0.1
12:49:56,0.1,0.0,0.0
12:50:01,0.1,0.0,0.1
12:50:06,0.1,0.0,0.1
12:50:11,0.1,0.0,0.1
12:50:16,0.2,0.0,0.1
12:50:21,0.1,0.0,0.0
12:50:26,0.1,0.0,0.0
12:50:32,0.1,0.0,0.1
12:50:37,0.1,0.0,0.0
12:50:42,0.1,0.0,0.1
12:50:47,0.1,0.0,0.1
12:50:52,0.1,0.0,0.0
12:50:57,0.1,0.0,0.1
12:51:02,0.2,0.1,0.1
12:51:07,0.1,0.0,0.1
12:51:12,0.1,0.0,0.1
12:51:17,0.1,0.0,0.1
12:51:22,0.1,0.0,0.1
12:51:27,0.1,0.0,0.1
12:51:32,0.1,0.0,0.1
12:51:37,0.2,0.1,0.1
12:51:42,0.2,0.0,0.1
12:51:47,0.1,0.0,0.1
12:51:52,0.1,0.0,0.0
12:51:57,0.1,0.0,0.0
12:52:02,0.1,0.0,0.1
12:52:07,0.1,0.0,0.0
12:52:12,0.1,0.0,0.1
12:52:17,0.1,0.0,0.0
12:52:22,0.1,0.0,0.0
12:52:27,0.0,0.0,0.0
12:52:32,0.1,0.0,0.1
12:52:37,0.1,0.0,0.0
12:52:42,0.1,0.0,0.1
12:52:47,0.1,0.0,0.1
12:52:52,0.1,0.0,0.0
12:52:57,0.0,0.0,0.0
12:53:02,0.1,0.1,0.1
12:53:07,0.0,0.0,0.0
12:53:12,0.1,0.0,0.1
12:53:17,0.1,0.0,0.0
12:53:22,0.1,0.0,0.1
12:53:27,0.1,0.0,0.0
12:53:32,0.0,0.0,0.0
12:53:37,0.1,0.0,0.1
12:53:42,0.1,0.0,0.0
12:53:47,0.1,0.0,0.0
12:53:53,0.1,0.0,0.0
12:53:58,0.1,0.0,0.1
12:54:03,0.1,0.0,0.1
12:54:08,0.0,0.0,0.0
12:54:13,0.1,0.0,0.1
12:54:18,0.1,0.1,0.1
12:54:23,0.1,0.0,0.1
12:54:28,0.3,0.1,0.2
12:54:33,0.2,0.0,0.0
12:54:38,0.1,0.0,0.1
12:54:43,0.1,0.0,0.1
12:54:48,0.0,0.0,0.0
12:54:53,0.1,0.0,0.1
12:54:58,0.1,0.0,0.0
12:55:03,0.1,0.0,0.1
12:55:08,0.1,0.0,0.1
12:55:13,0.1,0.0,0.0
12:55:18,0.1,0.0,0.0
12:55:23,0.1,0.0,0.1
12:55:28,0.1,0.0,0.0
12:55:33,0.1,0.0,0.1
12:55:38,0.1,0.0,0.0
12:55:43,0.1,0.0,0.1
12:55:48,0.1,0.0,0.0
12:55:53,0.1,0.0,0.1
12:55:58,0.1,0.0,0.0
12:56:03,0.1,0.0,0.1
12:56:08,0.1,0.0,0.1
12:56:13,0.1,0.0,0.0
12:56:18,0.3,0.1,0.1
12:56:23,0.1,0.0,0.0
12:56:28,0.1,0.0,0.1
12:56:33,0.1,0.0,0.1
12:56:38,0.1,0.0,0.1
12:56:43,0.1,0.0,0.1
12:56:48,0.1,0.0,0.0
12:56:53,0.1,0.0,0.1
12:56:58,0.1,0.0,0.1
12:57:03,0.1,0.0,0.0
12:57:09,0.1,0.0,0.1
12:57:14,0.1,0.0,0.1
12:57:19,0.1,0.0,0.1
12:57:24,0.1,0.0,0.1
12:57:29,0.1,0.0,0.0
12:57:34,0.1,0.0,0.1
12:57:39,0.1,0.0,0.1
12:57:44,0.1,0.0,0.0
12:57:49,0.1,0.0,0.1
12:57:54,0.1,0.0,0.1
12:57:59,0.2,0.1,0.1
12:58:04,0.1,0.0,0.1
12:58:09,0.1,0.0,0.1
12:58:14,0.1,0.0,0.1
12:58:19,0.2,0.0,0.1
12:58:24,0.1,0.0,0.1
12:58:29,0.1,0.0,0.1
12:58:34,0.1,0.0,0.1
12:58:39,0.1,0.0,0.1
12:58:44,0.1,0.0,0.1
12:58:49,0.1,0.0,0.0
12:58:54,0.1,0.0,0.1
12:58:59,0.1,0.0,0.1
12:59:04,0.1,0.0,0.1
12:59:09,0.1,0.0,0.1
12:59:14,0.1,0.0,0.1
12:59:19,0.0,0.0,0.0
12:59:24,0.1,0.0,0.0
12:59:29,0.1,0.0,0.1
12:59:34,0.1,0.0,0.1
12:59:39,0.1,0.0,0.1
12:59:44,0.1,0.0,0.0
12:59:49,0.1,0.0,0.1
12:59:54,0.1,0.0,0.1
12:59:59,0.0,0.0,0.0
13:00:04,0.2,0.0,0.1
13:00:09,0.1,0.0,0.0
13:00:14,0.1,0.0,0.0
13:00:19,0.1,0.0,0.1
13:00:25,0.1,0.0,0.1
13:00:30,0.1,0.0,0.0
13:00:35,0.1,0.0,0.1
13:00:40,0.3,0.0,0.2
13:00:45,0.1,0.0,0.0
13:00:50,0.1,0.0,0.1
13:00:55,0.1,0.0,0.1
13:01:00,0.3,0.1,0.1
13:01:05,0.1,0.0,0.0
13:01:10,0.1,0.0,0.1
13:01:15,0.1,0.0,0.1
13:01:20,0.1,0.0,0.1
13:01:25,0.1,0.0,0.0
13:01:30,0.1,0.0,0.0
13:01:35,0.2,0.0,0.1
13:01:40,0.1,0.0,0.1
13:01:45,0.1,0.0,0.0
13:01:50,0.1,0.0,0.1
13:01:55,0.1,0.0,0.1
13:02:00,0.1,0.0,0.1
13:02:05,0.1,0.0,0.0
13:02:10,0.1,0.0,0.0
13:02:15,0.1,0.1,0.0
13:02:20,0.0,0.0,0.0
13:02:25,0.1,0.0,0.1
13:02:30,0.1,0.0,0.1
13:02:35,0.1,0.0,0.0
13:02:40,0.1,0.0,0.1
13:02:45,0.1,0.0,0.1
13:02:50,0.1,0.0,0.1
13:02:55,0.1,0.0,0.1
13:03:00,0.2,0.1,0.1
13:03:05,0.1,0.0,0.1
13:03:11,0.1,0.0,0.1
13:03:16,0.1,0.0,0.1
13:03:21,0.1,0.0,0.0
13:03:26,0.1,0.0,0.0
13:03:31,0.1,0.0,0.0
13:03:36,0.1,0.0,0.1
13:03:41,0.1,0.0,0.0
13:03:46,0.1,0.0,0.1
13:03:51,0.1,0.0,0.1
13:03:56,0.1,0.0,0.1
13:04:01,0.1,0.0,0.1
13:04:06,0.1,0.0,0.1
13:04:11,0.1,0.0,0.0
13:04:16,0.1,0.0,0.1
13:04:21,0.0,0.0,0.0
13:04:26,0.4,0.1,0.2
13:04:31,0.1,0.0,0.0
13:04:36,0.1,0.0,0.1
13:04:41,0.1,0.0,0.0
13:04:46,0.1,0.0,0.0
13:04:51,0.1,0.0,0.1
